Entry,Cellular_organisms,Euk_Archaea,Euk+Bac,Eukaryota,Opisthokonta,Eumetazoa,Vertebrata,Mammalia,modeAge,NumDBsContributing,NumDBsFiltered,entropy,NodeError,Bimodality,HGT_flag
Q6ZV29,0,0,0.461538462,0.076923077,0.307692308,0,0.153846154,0,Euk+Bac,13,0,1.20479331,4.948717949,2.432539683,FALSE
Q6ZV50,0,0,0,0,0.666666667,0.166666667,0,0.166666667,Opisthokonta,6,6,0.867563228,6.121212121,1.2,FALSE
Q6ZV56,0,0,0,0,0,0,0,1,Mammalia,1,0,0,None,,FALSE
Q6ZV60,0,0,0,0,0,0,0,1,Mammalia,8,0,0,0,0,FALSE
Q6ZV65,0,0,0,0,0,1,0,0,Eumetazoa,7,5,0,4.651515152,1.866666667,FALSE
Q6ZV66,0,0,0,0,0,0,0,1,Mammalia,8,0,0,0,0,FALSE
Q6ZV70,0,0,0,0.857142857,0,0.142857143,0,0,Eukaryota,7,6,0.410116318,2.102564103,1.841269841,FALSE
Q6ZV73,0,0,0,0.714285714,0.142857143,0,0,0.142857143,Eukaryota,7,6,0.79631164,5.307692308,4.182539683,FALSE
Q6ZV80,0,0,0,0,0,0,0,1,Mammalia,8,0,0,0,0,FALSE
Q6ZV89,0,0,0,0,0,0.375,0.5,0.125,Vertebrata,8,2,0.974314753,2.066666667,-0.24,FALSE
Q6ZVC0,0,0,0,0,0,0,1,0,Vertebrata,13,0,0,0,0,FALSE
Q6ZVD7,0,0,0,0,0,0.818181818,0.181818182,0,Eumetazoa,11,2,0.474139313,1.974358974,-0.047619048,FALSE
Q6ZVD8,0,0,0,0.75,0,0.25,0,0,Eukaryota,4,8,0.562335145,4.46969697,2.266666667,FALSE
Q6ZVE7,0,0,0,0.666666667,0.111111111,0,0.222222222,0,Eukaryota,9,4,0.848685558,4.666666667,1.547619048,FALSE
Q6ZVF9,0,0,0,0,0,0.166666667,0.416666667,0.416666667,Mammalia,12,1,1.028183859,4.256410256,1.198412698,FALSE
Q6ZVH6,0,0,0,0,0,0,0,1,Mammalia,9,0,0,0,0,FALSE
Q6ZVH7,0,0,0,0.166666667,0.083333333,0.083333333,0.416666667,0.25,Vertebrata,12,1,1.424129917,5.358974359,3.091269841,FALSE
Q6ZVK1,0,0,0,0,0,1,0,0,Eumetazoa,13,0,0,0,0,FALSE
Q6ZVK8,0.230769231,0,0.230769231,0,0,0.461538462,0.076923077,0,Eumetazoa,13,0,1.230931623,4.743589744,-0.682539683,FALSE
Q6ZVL6,0,0,0,0,0,0.461538462,0.384615385,0.153846154,Eumetazoa,13,0,1.012330839,2.230769231,1.76984127,FALSE
Q6ZVL8,0,0,0,0,0,0,0,1,Mammalia,8,0,0,0,0,FALSE
Q6ZVM7,0,0,0,0.727272727,0,0.181818182,0.090909091,0,Eukaryota,11,1,0.759547391,2.984848485,0.888888889,FALSE
Q6ZVN7,0,0,0,0,0,0,0,1,Mammalia,10,0,0,0,0,FALSE
Q6ZVN8,0,0,0,0,0,0.666666667,0.333333333,0,Eumetazoa,9,4,0.636514168,2.435897436,2.718253968,FALSE
Q6ZVQ6,0,0,0,0,0,0,0,1,Mammalia,9,0,0,0,0,FALSE
Q6ZVS7,0,0,0,0,0,0.625,0,0.375,Eumetazoa,8,3,0.661563238,6.254545455,7.433333333,FALSE
Q6ZVT0,0,0,0,0.833333333,0,0,0,0.166666667,Eukaryota,6,7,0.450561209,5.564102564,3.007936508,FALSE
Q6ZVT6,0,0,0,0.307692308,0,0.615384615,0.076923077,0,Eumetazoa,13,0,0.858740913,3.076923077,0.03968254,FALSE
Q6ZVU0,0,0,0,0,0,0,0,1,Mammalia,8,0,0,0,0,FALSE
Q6ZVU4,0,0,0,0,0,0,0,1,Mammalia,8,0,0,0,0,FALSE
Q6ZVW7,0,0,0,0,0,0,1,0,Vertebrata,10,0,0,0,0,FALSE
Q6ZVX7,0,0,0,0,0,0.272727273,0.727272727,0,Vertebrata,11,2,0.585952618,3.333333333,1.599206349,FALSE
Q6ZVX9,0,0,0.6,0,0,0.2,0.2,0,Euk+Bac,5,8,0.950270539,4.769230769,3.234126984,FALSE
Q6ZVZ8,0,0,0,0.666666667,0.333333333,0,0,0,Eukaryota,3,10,0.636514168,3.794871795,-0.277777778,FALSE
Q6ZW05,0,0,0,0.25,0.083333333,0.25,0.416666667,0,Vertebrata,12,1,1.265001375,4.461538462,2.611111111,FALSE
Q6ZW13,0,0,0,0,0,0,0,1,Mammalia,10,0,0,0,0,FALSE
Q6ZW31,0,0,0,0.166666667,0.083333333,0.25,0.5,0,Vertebrata,12,1,1.198849313,3.461538462,0.857142857,FALSE
Q6ZW33,0,0,0,0.090909091,0.181818182,0.363636364,0.181818182,0.181818182,Eumetazoa,11,1,1.515707952,5.03030303,1.644444444,FALSE
Q6ZW35,0,0,0,0,0,0,0,1,Mammalia,8,0,0,0,0,FALSE
Q6ZW49,0,0,0,0.615384615,0.230769231,0.076923077,0.076923077,0,Eukaryota,13,0,1.031767111,2.487179487,0.388888889,FALSE
Q6ZW61,0.076923077,0,0,0,0,0.846153846,0.076923077,0,Eumetazoa,13,0,0.53596105,1.692307692,-0.055555556,FALSE
Q6ZW76,0,0,0,0.166666667,0,0.416666667,0.416666667,0,Eumetazoa,12,1,1.028183859,4.051282051,0.353174603,FALSE
Q6ZWB5,0,0,0,0,0,0,0,1,Mammalia,9,0,0,0,0,FALSE
Q6ZWB6,0,0,0,0.3,0,0.4,0.3,0,Eumetazoa,10,3,1.088899975,4.512820513,3.067460317,FALSE
Q6ZWE6,0,0,0,0.6,0,0.2,0.2,0,Eukaryota,10,3,0.950270539,4.205128205,0.587301587,FALSE
Q6ZWH5,0,0,0,0.1,0.5,0.4,0,0,Opisthokonta,10,2,0.943348392,3.090909091,-0.2,FALSE
Q6ZWI9,0,0,0,0.1,0.1,0,0.4,0.4,Mammalia,10,2,1.193549604,6.121212121,0.466666667,FALSE
Q6ZWJ1,0,0,0,1,0,0,0,0,Eukaryota,2,11,0,4.051282051,0.404761905,FALSE
Q6ZWJ8,0,0,0,0.333333333,0,0.5,0,0.166666667,Eumetazoa,6,6,1.011404265,4.287878788,-0.144444444,FALSE
Q6ZWK4,0,0,0,0,0,0,0,1,Mammalia,10,0,0,0,0,FALSE
Q6ZWK6,0,0,0,0.4,0,0.4,0.2,0,Eumetazoa,5,7,1.054920168,5.878787879,5.4,FALSE
Q6ZWL3,0.428571429,0,0.428571429,0,0.142857143,0,0,0,Cellular_organisms,7,6,1.004242473,3.461538462,2.301587302,TRUE
Q6ZWT7,0,0,0,0.769230769,0.153846154,0,0.076923077,0,Eukaryota,13,0,0.687092027,2.230769231,0.738095238,FALSE
Q6ZXV5,0.333333333,0,0.666666667,0,0,0,0,0,Euk+Bac,9,4,0.636514168,3.230769231,1.666666667,TRUE
Q6ZYL4,0,0,0,0.636363636,0,0.363636364,0,0,Eukaryota,11,0,0.655481774,2.581818182,-0.4,FALSE
Q701N2,0,0,0,0.25,0,0,0.25,0.5,Mammalia,4,2,1.039720771,10.53333333,0.333333333,FALSE
Q701N4,0,0,0,0.25,0,0.5,0.25,0,Eumetazoa,4,1,1.039720771,6,0,FALSE
Q702N8,0,0,0,0,0,0,0.666666667,0.333333333,Vertebrata,12,1,0.636514168,3.205128205,-0.28968254,FALSE
Q709C8,0,0,0,0.727272727,0.090909091,0.090909091,0.090909091,0,Eukaryota,11,2,0.885574152,2.692307692,0.76984127,FALSE
Q709F0,0.076923077,0,0.692307692,0,0,0.230769231,0,0,Euk+Bac,13,0,0.790267968,3,1.805555556,TRUE
Q70CQ1,0,0,0,0.625,0,0.125,0.25,0,Eukaryota,8,4,0.900256051,5.272727273,2.7,FALSE
Q70CQ2,0,0,0,0.636363636,0.090909091,0.272727273,0,0,Eukaryota,11,1,0.859967281,2.727272727,0.844444444,FALSE
Q70CQ3,0,0,0,1,0,0,0,0,Eukaryota,7,6,0,2.384615385,1.281746032,FALSE
Q70CQ4,0,0,0,0.6,0,0.2,0.2,0,Eukaryota,5,7,0.950270539,4.03030303,2.866666667,FALSE
Q70E73,0,0,0,0,0.25,0.416666667,0.333333333,0,Eumetazoa,12,1,1.077556327,2.564102564,-0.087301587,FALSE
Q70EK8,0,0,0,0,0,0.272727273,0.636363636,0.090909091,Vertebrata,11,2,0.859967281,3.58974359,0.115079365,FALSE
Q70EK9,0,0,0,1,0,0,0,0,Eukaryota,6,7,0,5.846153846,3.48015873,FALSE
Q70EL1,0,0,0,0.230769231,0,0.538461538,0.076923077,0.153846154,Eumetazoa,13,0,1.156987644,4.641025641,0.365079365,FALSE
Q70EL2,0,0,0,0.6,0,0.4,0,0,Eukaryota,5,7,0.673011667,3.954545455,2.911111111,FALSE
Q70EL3,0,0,0,0.666666667,0,0,0,0.333333333,Eukaryota,6,6,0.636514168,5.954545455,3.033333333,FALSE
Q70EL4,0,0,0,1,0,0,0,0,Eukaryota,3,9,0,3.757575758,2,FALSE
Q70HW3,0,0,0,1,0,0,0,0,Eukaryota,13,0,0,0.153846154,-0.023809524,FALSE
Q70IA6,0,0,0,0.083333333,0.333333333,0.5,0.083333333,0,Eumetazoa,12,1,1.126928795,2.538461538,0.071428571,FALSE
Q70IA8,0,0,0,0.545454545,0,0,0.454545455,0,Eukaryota,11,2,0.689009238,4.846153846,5.182539683,FALSE
Q70J99,0,0,0,0,0.454545455,0,0.545454545,0,Vertebrata,11,2,0.689009238,3.538461538,3.476190476,FALSE
Q70JA7,0,0,0,0.285714286,0.142857143,0.285714286,0,0.285714286,Mammalia,7,6,1.351783994,5.102564103,2.821428571,FALSE
Q70SY1,0,0,0,0,0.272727273,0.454545455,0.272727273,0,Eumetazoa,11,2,1.067089519,2.846153846,1.21031746,FALSE
Q70UQ0,0,0,0,0,0,0,0.916666667,0.083333333,Vertebrata,12,1,0.286835983,2.461538462,-0.123015873,FALSE
Q70YC5,0,0,0,0,0,0.538461538,0.461538462,0,Eumetazoa,13,0,0.690185676,1.974358974,0.003968254,FALSE
Q70Z35,0,0,0,0.4,0,0.4,0.2,0,Eumetazoa,5,8,1.054920168,4.512820513,2.80952381,FALSE
Q70Z44,0,0,0,0,0,0.272727273,0,0.727272727,Mammalia,11,1,0.585952618,6.757575758,4.2,FALSE
Q70Z53,0,0,0,1,0,0,0,0,Eukaryota,12,1,0,0.153846154,-0.023809524,FALSE
Q711Q0,0,0,0,0,0,0,0,1,Mammalia,10,0,0,1.6,-0.18,FALSE
Q712K3,0,0,0,1,0,0,0,0,Eukaryota,7,6,0,3,1.134920635,FALSE
Q717R9,0,0,0,0,0,0,0,1,Mammalia,10,0,0,0,0,FALSE
Q719H9,0,0,0,0.166666667,0.166666667,0.5,0.166666667,0,Eumetazoa,6,7,1.242453325,3.512820513,1.055555556,FALSE
Q719I0,0,0,0,0.714285714,0,0,0.285714286,0,Eukaryota,7,6,0.598269589,5.564102564,5.587301587,FALSE
Q71DI3,0,0,0,0.888888889,0,0.111111111,0,0,Eukaryota,9,0,0.348832096,1.5,1.111111111,FALSE
Q71F23,0,0,0,0,0,0.25,0.666666667,0.083333333,Vertebrata,12,1,0.823959217,3.769230769,0.242063492,FALSE
Q71F56,0,0,0,0.666666667,0,0.166666667,0.166666667,0,Eukaryota,12,1,0.867563228,3.846153846,0.694444444,FALSE
Q71H61,0,0,0,0,0,0,1,0,Vertebrata,13,0,0,0.307692308,0.055555556,FALSE
Q71RC2,0,0,0,0.083333333,0,0.583333333,0.333333333,0,Eumetazoa,12,1,0.887694276,2.743589744,0.246031746,FALSE
Q71RC4,0,0,0,0,0,0,0,1,Mammalia,8,0,0,0,0,FALSE
Q71RC9,0,0,0,0,0,0,0,1,Mammalia,10,0,0,0,0,FALSE
Q71RG4,0,0,0,0,0,0.75,0.25,0,Eumetazoa,12,1,0.562335145,1.923076923,1.765873016,FALSE
Q71RH2,0,0,0,0.6,0,0,0,0.4,Eukaryota,5,8,0.673011667,4.282051282,2.277777778,FALSE
Q71RS6,0.363636364,0,0.272727273,0,0,0.272727273,0.090909091,0,Cellular_organisms,11,2,1.294545166,5.307692308,4.388888889,FALSE
Q71SY5,0,0,0,0.461538462,0.076923077,0.384615385,0.076923077,0,Eukaryota,13,0,1.118968867,2.897435897,-0.19047619,FALSE
Q71U36,0,0,0,0.7,0,0.2,0.1,0,Eukaryota,10,0,0.801818553,3.266666667,0.5,FALSE
Q71UI9,0,0,0,0.8,0,0,0.2,0,Eukaryota,10,2,0.500402424,2.909090909,1.592626728,FALSE
Q71UM5,0,0.461538462,0,0.307692308,0.076923077,0,0,0.153846154,Euk_Archaea,13,0,1.20479331,4.512820513,1.829365079,FALSE
Q75L30,0,0,0,0,0,0,0,1,Mammalia,10,0,0,0,0,FALSE
Q75L81,0,0,0,0,0,0,0,1,Mammalia,6,0,0,0,0,FALSE
Q75MW2,0,0,0,0,0,0,0,1,Mammalia,10,2,0,2.136363636,0.8,FALSE
Q75N03,0,0,0,0.692307692,0,0.153846154,0.153846154,0,Eukaryota,13,0,0.830517825,3.153846154,0.285714286,FALSE
Q75N90,0,0,0,0.75,0,0,0,0.25,Eukaryota,4,8,0.562335145,6.075757576,2.155555556,FALSE
Q75NE6,0,0,0,0,0,0,0,1,Mammalia,8,0,0,0,0,FALSE
Q75QN2,0,0,0,0.615384615,0,0.384615385,0,0,Eukaryota,13,0,0.666278442,2.435897436,-0.325396825,FALSE
Q75T13,0,0,0,0.727272727,0.090909091,0.181818182,0,0,Eukaryota,11,2,0.759547391,1.769230769,0.293650794,FALSE
Q75V66,0,0,0,0.75,0,0,0.25,0,Eukaryota,8,5,0.562335145,4.025641026,2.73015873,FALSE
Q75VX8,0,0,0,0,0,0.8,0.2,0,Eumetazoa,10,3,0.500402424,1.487179487,0.388888889,FALSE
Q75WM6,0,0,0,0,0,0,0,1,Mammalia,11,1,0,2.439393939,-0.111111111,FALSE
Q765I0,0,0,0,0,0,0,0.9,0.1,Vertebrata,10,0,0.325082973,0.6,0,FALSE
Q765P7,0,0,0,0,0.461538462,0.384615385,0.153846154,0,Opisthokonta,13,0,1.012330839,2.102564103,0.345238095,FALSE
Q76B58,0,0,0,0,0,0.6,0.4,0,Eumetazoa,10,3,0.673011667,1.076923077,0.452380952,FALSE
Q76EJ3,0,0,0,0.888888889,0,0,0.111111111,0,Eukaryota,9,4,0.348832096,4.512820513,0.53968254,FALSE
Q76FK4,0,0,0,0.615384615,0.230769231,0,0.153846154,0,Eukaryota,13,0,0.925129084,2.717948718,0.507936508,FALSE
Q76G19,0,0,0,0,0,0.727272727,0.272727273,0,Eumetazoa,11,2,0.585952618,1.538461538,0.69047619,FALSE
Q76I76,0,0,0,0.454545455,0.181818182,0.181818182,0.181818182,0,Eukaryota,11,2,1.288252305,4.794871795,0.599206349,FALSE
Q76KD6,0,0,0,0,0,0.166666667,0.166666667,0.666666667,Mammalia,12,0,0.867563228,2.757575758,1.511111111,FALSE
Q76KP1,0,0,0,0,0.538461538,0.153846154,0.307692308,0,Opisthokonta,13,0,0.983961446,2.384615385,1.849206349,FALSE
Q76KX8,0,0,0,0,0.666666667,0.333333333,0,0,Opisthokonta,3,9,0.636514168,6.757575758,4.933333333,FALSE
Q76L83,0,0,0,0,0,0.692307692,0.307692308,0,Eumetazoa,13,0,0.61724177,1.923076923,0.218253968,FALSE
Q76LX8,0,0,0,0,0,0.166666667,0.833333333,0,Vertebrata,12,1,0.450561209,2.153846154,0.285714286,FALSE
Q76M96,0,0,0,0,0,0,1,0,Vertebrata,12,1,0,0.923076923,-0.142857143,FALSE
Q76MJ5,0,0,0,0.8,0,0,0,0.2,Eukaryota,5,8,0.500402424,5.307692308,4.543650794,FALSE
Q76N32,0,0,0,0,0,0,0.818181818,0.181818182,Vertebrata,11,2,0.474139313,1.974358974,0.468253968,FALSE
Q76N89,0,0,0,0.75,0,0,0.25,0,Eukaryota,4,8,0.562335145,4.515151515,5.466666667,FALSE
Q76NI1,0,0,0,0,0,0.833333333,0.166666667,0,Eumetazoa,12,1,0.450561209,1.897435897,0.015873016,FALSE
Q7KYR7,0,0,0,0,0,0.5,0.5,0,Eumetazoa,4,9,0.693147181,4.153846154,3.123015873,FALSE
Q7KZ85,0,0,0,1,0,0,0,0,Eukaryota,13,0,0,0.461538462,-0.071428571,FALSE
Q7KZF4,0,0,0,1,0,0,0,0,Eukaryota,11,2,0,0.564102564,-0.087301587,FALSE
Q7KZI7,0,0,0.2,0.8,0,0,0,0,Eukaryota,5,8,0.500402424,3.743589744,1.071428571,FALSE
Q7KZN9,0,0,0.923076923,0.076923077,0,0,0,0,Euk+Bac,13,0,0.271189373,0.307692308,0.055555556,TRUE
Q7L014,0.090909091,0.090909091,0.272727273,0.545454545,0,0,0,0,Eukaryota,11,2,1.120950393,1.256410256,0.424603175,FALSE
Q7L099,0,0,0,0.181818182,0.272727273,0.363636364,0.181818182,0,Eumetazoa,11,2,1.342113179,4.256410256,2.849206349,FALSE
Q7L0J3,0.333333333,0,0.666666667,0,0,0,0,0,Euk+Bac,3,10,0.636514168,5.461538462,3.023809524,FALSE
Q7L0L9,0,0,0,0,0,0,0.166666667,0.833333333,Mammalia,6,0,0.450561209,2.6,-0.666666667,FALSE
Q7L0Q8,0,0,0,0.1,0,0.8,0.1,0,Eumetazoa,10,3,0.63903186,3.205128205,0.742063492,FALSE
Q7L0R7,0,0,0,0.75,0.125,0,0.125,0,Eukaryota,8,5,0.73562194,4.461538462,3.023809524,FALSE
Q7L0X0,0,0,0,0.8,0,0,0.2,0,Eukaryota,5,8,0.500402424,4.487179487,-0.126984127,FALSE
Q7L0X2,0,0,0,0,0,0.846153846,0.153846154,0,Eumetazoa,13,0,0.429323022,2.256410256,0.785714286,FALSE
Q7L0Y3,0,0,0,0.75,0,0.25,0,0,Eukaryota,4,9,0.562335145,3.025641026,0.357142857,FALSE
Q7L190,0,0,0,0,0,0,0,1,Mammalia,9,3,0,3.681818182,-0.4,FALSE
Q7L1I2,0.666666667,0,0.333333333,0,0,0,0,0,Cellular_organisms,3,9,0.636514168,5.181818182,1.8,FALSE
Q7L1Q6,0,0,0,0.666666667,0,0.111111111,0.222222222,0,Eukaryota,9,4,0.848685558,4.025641026,3.968253968,FALSE
Q7L1S5,0,0,0,0.083333333,0,0.416666667,0.5,0,Vertebrata,12,1,0.918427785,4.333333333,2.630952381,FALSE
Q7L1T6,0,0,0.666666667,0.222222222,0.111111111,0,0,0,Euk+Bac,9,4,0.848685558,2.846153846,0.591269841,FALSE
Q7L1V2,0,0,0,0.909090909,0,0,0.090909091,0,Eukaryota,11,2,0.304636097,3,1.238095238,FALSE
Q7L1W4,0.25,0,0.5,0,0,0,0.25,0,Euk+Bac,4,9,1.039720771,5.230769231,4.142857143,FALSE
Q7L211,0,0,0.615384615,0.384615385,0,0,0,0,Euk+Bac,13,0,0.666278442,1.179487179,-0.027777778,FALSE
Q7L266,0.615384615,0,0.307692308,0,0,0,0.076923077,0,Cellular_organisms,13,0,0.858740913,1.692307692,0.305555556,TRUE
Q7L273,0.384615385,0.076923077,0.230769231,0.307692308,0,0,0,0,Cellular_organisms,13,0,1.265856752,1.58974359,-0.142857143,TRUE
Q7L2E3,0,0,0.083333333,0.25,0.083333333,0.333333333,0.25,0,Eumetazoa,12,1,1.473502385,4.871794872,1.670634921,FALSE
Q7L2H7,0,0,0,1,0,0,0,0,Eukaryota,11,2,0,0.153846154,0.027777778,FALSE
Q7L2J0,0,0,0,0.846153846,0,0.153846154,0,0,Eukaryota,13,0,0.429323022,1.58974359,0.373015873,FALSE
Q7L2K0,0,0,0,0,0,0.333333333,0.5,0.166666667,Vertebrata,12,0,1.011404265,2.636363636,-0.177777778,FALSE
Q7L2R6,0,0,0,0,0.666666667,0,0,0.333333333,Opisthokonta,3,7,0.636514168,7.2,4.5,FALSE
Q7L2Z9,0,0,0,0,0,0,1,0,Vertebrata,12,0,0,0,0,FALSE
Q7L311,0,0,0,0,0,0.571428571,0.142857143,0.285714286,Eumetazoa,7,6,0.955699891,4.692307692,6.547619048,FALSE
Q7L3B6,0,0,0,1,0,0,0,0,Eukaryota,4,9,0,4,3.095238095,FALSE
Q7L3S4,0,0,0,0,0.666666667,0.333333333,0,0,Opisthokonta,3,9,0.636514168,5.409090909,3.133333333,FALSE
Q7L3T8,0.384615385,0,0.384615385,0.076923077,0.076923077,0.076923077,0,0,Cellular_organisms,13,0,1.326920194,2.282051282,0.162698413,FALSE
Q7L3V2,0,0,0,0,0,0,0.222222222,0.777777778,Mammalia,9,3,0.529706199,3.954545455,1.2,FALSE
Q7L4E1,0,0,0,0,0.307692308,0.538461538,0.153846154,0,Eumetazoa,13,0,0.983961446,1.820512821,0.388888889,FALSE
Q7L4I2,0,0,0,0,0,0.909090909,0.090909091,0,Eumetazoa,11,2,0.304636097,1.974358974,-0.305555556,FALSE
Q7L4P6,0,0,0,0,0,0,1,0,Vertebrata,11,2,0,1.41025641,-0.218253968,FALSE
Q7L4S7,0,0,0,0,0,0.5,0.5,0,Eumetazoa,6,6,0.693147181,1.863636364,1.4,FALSE
Q7L513,0,0,0,0,0,0.666666667,0,0.333333333,Eumetazoa,3,9,0.636514168,4.151515152,3.455555556,FALSE
Q7L523,0,0,0,0.727272727,0,0,0.272727273,0,Eukaryota,11,2,0.585952618,3.615384615,1.916666667,FALSE
Q7L576,0,0,0,0.75,0,0,0.25,0,Eukaryota,12,1,0.562335145,4.153846154,4,FALSE
Q7L590,0,0,0,0.692307692,0.153846154,0.153846154,0,0,Eukaryota,13,0,0.830517825,2.282051282,0.420634921,FALSE
Q7L591,0,0,0,0,0,0.6,0,0.4,Eumetazoa,5,8,0.673011667,3.102564103,2.563492063,FALSE
Q7L592,0,0,0.923076923,0.076923077,0,0,0,0,Euk+Bac,13,0,0.271189373,0.307692308,-0.047619048,TRUE
Q7L5A3,0,0,0,0.384615385,0.153846154,0.076923077,0.384615385,0,Vertebrata,13,0,1.220282166,4.666666667,1.444444444,FALSE
Q7L5A8,0,0,0,1,0,0,0,0,Eukaryota,12,1,0,0.307692308,0.055555556,FALSE
Q7L5D6,0,0,0,1,0,0,0,0,Eukaryota,13,0,0,0,0,FALSE
Q7L5L3,0.125,0,0.875,0,0,0,0,0,Euk+Bac,8,5,0.376770161,2.871794872,0.174603175,TRUE
Q7L5N1,0,0,0,1,0,0,0,0,Eukaryota,11,2,0,1.256410256,-0.142857143,FALSE
Q7L5N7,0,0,0,0.888888889,0.111111111,0,0,0,Eukaryota,9,4,0.348832096,3.307692308,2.944444444,FALSE
Q7L5Y1,0.615384615,0,0.153846154,0,0.230769231,0,0,0,Cellular_organisms,13,0,0.925129084,1.923076923,-0.297619048,TRUE
Q7L5Y6,0,0,0,1,0,0,0,0,Eukaryota,13,0,0,0,0,FALSE
Q7L5Y9,0,0,0,1,0,0,0,0,Eukaryota,12,1,0,0,0,FALSE
Q7L622,0,0,0,0,0.083333333,0.75,0.166666667,0,Eumetazoa,12,1,0.721463687,2.205128205,0.69047619,FALSE
Q7L775,0,0,0,0,0,0.5,0.2,0.3,Eumetazoa,10,1,1.029653014,3.818181818,0.546666667,FALSE
Q7L7L0,0,0,0,0.555555556,0,0,0,0.444444444,Eukaryota,9,1,0.686961577,7.222222222,3.452380952,FALSE
Q7L7V1,0,0,0.5,0,0,0.125,0.375,0,Euk+Bac,8,5,0.974314753,5.282051282,2.484126984,FALSE
Q7L7X3,0,0,0.333333333,0.666666667,0,0,0,0,Eukaryota,3,10,0.636514168,3.538461538,1.515873016,FALSE
Q7L804,0,0,0,0,0.083333333,0.583333333,0.333333333,0,Eumetazoa,12,1,0.887694276,2.666666667,0.722222222,FALSE
Q7L8A9,0,0,0,0.461538462,0.153846154,0.076923077,0.307692308,0,Eukaryota,13,0,1.20479331,4.512820513,1.468253968,FALSE
Q7L8C5,0,0,0,0.307692308,0,0.153846154,0.538461538,0,Vertebrata,13,0,0.983961446,4.256410256,2.075396825,FALSE
Q7L8J4,0,0,0,0,0.5,0.333333333,0.166666667,0,Opisthokonta,12,1,1.011404265,2.461538462,1.115079365,FALSE
Q7L8L6,0,0,0,0.166666667,0,0.833333333,0,0,Eumetazoa,12,1,0.450561209,2.58974359,-0.091269841,FALSE
Q7L8S5,0,0,0,0.9,0,0,0,0.1,Eukaryota,10,3,0.325082973,5.58974359,4.138888889,FALSE
Q7L8W6,0.692307692,0.307692308,0,0,0,0,0,0,Cellular_organisms,13,0,0.61724177,0.461538462,-0.071428571,TRUE
Q7L945,0,0,0,0,0.5,0.25,0.25,0,Opisthokonta,4,8,1.039720771,6.893939394,6.466666667,FALSE
Q7L985,0,0,0,0.666666667,0,0.333333333,0,0,Eukaryota,3,10,0.636514168,3.282051282,0.05952381,FALSE
Q7L9B9,0,0,0.461538462,0,0,0.384615385,0.153846154,0,Euk+Bac,13,0,1.012330839,5.076923077,0.555555556,FALSE
Q7L9L4,0,0,0,0.769230769,0,0,0.230769231,0,Eukaryota,13,0,0.540204142,3.846153846,1.777777778,FALSE
Q7LBC6,0,0,0,0.692307692,0,0.076923077,0.230769231,0,Eukaryota,13,0,0.790267968,3.384615385,1.333333333,FALSE
Q7LBE3,0.571428571,0,0.142857143,0,0,0.142857143,0.142857143,0,Cellular_organisms,7,6,1.153741943,6.282051282,6.507936508,FALSE
Q7LBR1,0,0,0,1,0,0,0,0,Eukaryota,11,2,0,0.743589744,-0.115079365,FALSE
Q7LC44,0,0,0,0,0,0,1,0,Vertebrata,13,0,0,0,0,FALSE
Q7LDG7,0,0,0,0.555555556,0,0.222222222,0.222222222,0,Eukaryota,9,4,0.99502699,4.230769231,2.853174603,FALSE
Q7LDI9,0,0,0,0,0,0,0.2,0.8,Mammalia,5,0,0.500402424,1.2,-0.75,FALSE
Q7LFL8,0,0,0,0,0,0.615384615,0.384615385,0,Eumetazoa,13,0,0.666278442,1.58974359,-0.194444444,FALSE
Q7LFX5,0,0,0,0.090909091,0,0.818181818,0.090909091,0,Eumetazoa,11,2,0.600166073,3.461538462,-0.277777778,FALSE
Q7LG56,0.692307692,0,0.076923077,0,0.076923077,0,0.153846154,0,Cellular_organisms,13,0,0.937155853,4,2.166666667,TRUE
Q7LGA3,0,0,0,0,0.7,0.3,0,0,Opisthokonta,10,3,0.610864302,1.435897436,0.087301587,FALSE
Q7LGC8,0,0,0,0,0,0.6,0.4,0,Eumetazoa,10,3,0.673011667,4.256410256,2.694444444,FALSE
Q7M4L6,0,0,0,0,0.363636364,0.454545455,0.181818182,0,Eumetazoa,11,2,1.036198785,2.743589744,1.484126984,FALSE
Q7RTM1,0,0,0,0,0,0.916666667,0.083333333,0,Eumetazoa,12,1,0.286835983,1.051282051,-0.007936508,FALSE
Q7RTN6,0,0,0,1,0,0,0,0,Eukaryota,2,11,0,3.358974359,1.44047619,FALSE
Q7RTP0,0,0,0,0.5,0,0,0.5,0,Vertebrata,6,7,0.693147181,4.384615385,1.023809524,FALSE
Q7RTP6,0,0,0,0.090909091,0.272727273,0.272727273,0.090909091,0.272727273,Mammalia,11,2,1.499030673,5.282051282,3.515873016,FALSE
Q7RTR0,0,0,0,0.2,0.2,0.2,0.2,0.2,Mammalia,5,7,1.609437912,6,5.866666667,FALSE
Q7RTR2,0,0,0,0.666666667,0,0,0.333333333,0,Eukaryota,12,0,0.636514168,4.409090909,-0.777777778,FALSE
Q7RTR8,0,0,0,0,0,0,0.363636364,0.636363636,Mammalia,11,1,0.655481774,3.166666667,2.933333333,FALSE
Q7RTS1,0,0,0,0,0,0.857142857,0,0.142857143,Eumetazoa,7,6,0.410116318,2.948717949,1.091269841,FALSE
Q7RTS3,0,0,0,0,0,0.833333333,0.166666667,0,Eumetazoa,12,1,0.450561209,1.358974359,0.408730159,FALSE
